1716.3800000000001,3163.7800000000002
1732.8399999999999,3159.5500000000002
1714.8699999999999,3165.96
1718.6400000000001,3164.8600000000001
1715.72,3160.9299999999998
1713.6199999999999,3163.8299999999999
1699.6800000000001,3152.75
1717.4300000000001,3128.4099999999999
1713.1199999999999,3161.3200000000002
1705.27,3138.2600000000002
1754.2,3208.5900000000001
1699.78,3150.2800000000002
1749.8199999999999,3161.1199999999999
1752.47,3164.98
1688.3199999999999,3158.6300000000001
1704.4400000000001,3187.6399999999999
1732.45,3222.6300000000001
1718.0599999999999,3151.1100000000001
1734.6400000000001,3181.79
1692.9400000000001,3176.6700000000001
1745.96,3138.8200000000002
1754.3499999999999,3162.71
1721.0699999999999,3218.9099999999999
1698.24,3173.46
1725.3900000000001,3172.29
1687.3399999999999,3189.4499999999998
1730.8299999999999,3125.77
1704.1500000000001,3141.98
1755.04,3165.7399999999998
1764.1600000000001,3162.7600000000002
1713.3900000000001,3214.0
1747.23,3162.0799999999999
1752.25,3162.8200000000002
1712.3299999999999,3216.5999999999999
1766.21,3183.1300000000001
1752.3,3170.4699999999998
1745.3399999999999,3170.77
1697.1900000000001,3167.1199999999999
1696.4000000000001,3193.5100000000002
1730.24,3178.4699999999998
1726.8399999999999,3210.77
1738.79,3215.21
1732.52,3142.3200000000002
1768.1099999999999,3183.0300000000002
1689.5599999999999,3157.1999999999998
1694.49,3165.5
1745.0699999999999,3218.5900000000001
1766.23,3189.0300000000002
1743.24,3181.4699999999998
1695.9300000000001,3176.4699999999998
1729.3199999999999,3138.8299999999999
1702.2,3150.3200000000002
1706.3599999999999,3148.77
1752.6099999999999,3199.77
1684.8699999999999,3156.3800000000001
1739.4000000000001,3187.7199999999998
1703.54,3176.9699999999998
1758.8399999999999,3202.23
1739.4400000000001,3129.5799999999999
1690.6900000000001,3158.5500000000002
1697.76,3181.6900000000001
1757.5699999999999,3147.9400000000001
1740.5899999999999,3150.48
1695.1600000000001,3161.71
1690.24,3147.04
1748.0599999999999,3217.3499999999999
1709.4000000000001,3147.54
1734.3499999999999,3146.3099999999999
1696.9200000000001,3156.0999999999999
1735.55,3216.5100000000002
