Mun1.30Zm1.71T00.8913,                                         2.6401,   7.9113,  6.0257, -0.1621,  -0.0996,  0.2372,  0.1033,  6.6079,  5.3705,  2.1976,  1.8915,  1.1047,  0.5372, -0.3504,  0.2286,  0.9680,   0.4862,  4.7675,  5.9562,  4.5829, -0.4772,  0.2223, -0.0043,  1.4062,  0.0150,   0.0403,  0.6433,  0.8303,  0.8434,  0.4408,  0.2534,  0.2074,  0.8339,  0.0105,  0.0141,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.71T01.0000,                                          2.6488,  7.8101,   5.9241,  -0.1605, -0.0994,  0.2444,  0.2137,  6.4509,  5.2535,  2.1572,  1.8565,  1.0804,  0.5204, -0.3256,  0.2151,   0.9901,   0.4462,  4.6779,  5.8603,  4.5041,  -0.4742,  0.2180,  -0.0021,   1.4001,   0.0137,  0.0399,  0.6671,   0.8247,  0.8410,   0.4314,  0.2459,  0.1975,  0.8382,  0.0103,  0.0137, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.0631,                                          1.6297,  5.8736,  5.1332, -0.1102, -0.0411,   0.1178, -0.4350,   5.6664,  5.0809,  2.1384,  1.8400,   1.0386,  0.4575,  0.2325,  0.4586,  0.4715,  0.1393,  4.9798,  5.6443,  4.6871,  -0.3900,   0.1996, -0.0265,  0.9652,  0.0091,   0.0200,   0.2516,  0.3942,  0.5107,  0.2375,  0.1599,  0.1774,  0.5449,  0.0069,  0.0030,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.0708,                                         1.5814,  6.0138,  5.2257, -0.1137, -0.0441,   0.1093, -0.4620,   5.8190,   5.1738,  2.1698,  1.8669,  1.0546,  0.4651,   0.1615,  0.4244,  0.4719,  0.0574,  5.0591,   5.7393,  4.7627, -0.3768,  0.1858, -0.0234,  0.9105,  0.0086,  0.0196,  0.2488,  0.3638,  0.4814,  0.2234,  0.1457,  0.1620,   0.5174,  0.0066,  0.0026, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.0794,                                         1.5854,  6.2424,  5.3559, -0.1199, -0.0499,  0.1131,  -0.4820,   6.0278,  5.2863,  2.2020,   1.8936,  1.0738,  0.4790,   0.0484,  0.3796,  0.4930,   0.0340,   5.1386,  5.8691,   4.8427, -0.3608,  0.1797, -0.0194,  0.8831,   0.0079,  0.0196,  0.2584,  0.3636,  0.4819,  0.2152,  0.1398,  0.1460,   0.4991,   0.0061,   0.0030,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.0891,                                          1.6590,   6.4066,  5.4651,  -0.1244, -0.0542,  0.1077, -0.4912,  6.1652,  5.3653,  2.2173,  1.9032,  1.0715,  0.4679, -0.0280,   0.3299,  0.4822,  0.0553,  5.2044,  5.9560,   4.9104, -0.3544,  0.1566, -0.0147,  0.8521,   0.0084,  0.0200,   0.2648,  0.3549,  0.4801,   0.2113,  0.1415,  0.1391,   0.4962,  0.0060,   0.0023, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.1000,                                          1.7256,  6.5317,  5.5280,  -0.1280,  -0.0583,  0.1106, -0.4956,  6.2686,  5.4128,  2.2228,  1.9071,   1.0729,  0.4678, -0.0757,  0.2982,  0.4844,  0.0640,   5.2323,  6.0084,  4.9414, -0.3463,  0.1528, -0.0107,  0.8521,   0.0082,  0.0203,  0.2818,  0.3546,  0.4827,  0.2095,  0.1409,  0.1402,  0.5117,  0.0062,  0.0027, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.1122,                                         1.8154,  6.2262,  5.3038, -0.1193, -0.0505,  0.1808,  0.0422,  5.4707,  4.9540,   2.1031,   1.7964,  0.9956,  0.4167,  0.1794,  0.4078,  0.8839,  0.5408,  4.5866,  5.3974,  4.3823, -0.3401,   0.3863, -0.0241,   1.7095,  0.0150,   0.0425,  0.5429,  0.8642,  0.9516,  0.5299,  0.3344,  0.2620,   0.8497,  0.0171,   0.0291,  99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.1259,                                         1.9882,  6.4726,  5.4805, -0.1256, -0.0568,  0.1752, -0.0038,  5.7038,  5.1015,  2.1380,   1.8263,  1.0135,  0.4257,  0.1160,   0.3618,  0.8590,   0.5601,   4.6975,  5.5307,  4.4811,  -0.2913,  0.3783, -0.0204,  1.6270,   0.0138,  0.0417,  0.5706,  0.8318,  0.9246,  0.5033,  0.3047,  0.2349,  0.8361,   0.0190,   0.0326, 99.9999, 99.9999, 99.9999
Mun1.30Zm1.31T00.1413,                                         2.0961,   6.5461,   5.5070,  -0.1280,  -0.0602,  0.1851,   0.0310,   5.7303,  5.1089,  2.1313,  1.8188,  1.0048,  0.4160,   0.0995,  0.3352,  0.8775,  0.5820,   4.6923,  5.5308,  4.4747, -0.2696,  0.3831,  -0.0173,  1.6209,  0.0130,   0.0422,  0.6000,   0.8319,  0.9306,  0.5034,  0.2972,  0.2285,  0.8601,   0.0200,   0.0347, 99.9999, 99.9999, 99.9999
